SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
271368,6298640,Closed,currency 1,-1280,0,-1257.0,-1238.0,,0,66195.0,0.0,0.0,0.0,Consumer credit,-987,0.0
271368,6298641,Active,currency 1,-217,0,148.0,,,0,333000.0,192757.5,0.0,0.0,Consumer credit,-29,35415.0
271368,6298642,Closed,currency 1,-371,0,-66.0,-66.0,0.0,0,40662.0,0.0,0.0,0.0,Consumer credit,-66,
271368,6298643,Closed,currency 1,-456,0,-364.0,-364.0,0.0,0,35545.095,0.0,0.0,0.0,Consumer credit,-358,
271368,6298644,Closed,currency 1,-589,0,-497.0,-497.0,0.0,0,25325.82,0.0,0.0,0.0,Consumer credit,-491,
325817,6095217,Closed,currency 1,-990,0,,-584.0,,0,4500.0,,,0.0,Consumer credit,-584,
293971,6452932,Closed,currency 1,-2744,0,-1648.0,-1645.0,,0,229077.0,0.0,0.0,0.0,Consumer credit,-1637,0.0
293971,6452933,Closed,currency 1,-877,0,949.0,-602.0,,0,3600000.0,0.0,0.0,0.0,Consumer credit,-283,0.0
293971,6452934,Closed,currency 1,-1195,0,-920.0,-919.0,,0,243000.0,0.0,0.0,0.0,Credit card,-887,0.0
293971,6452935,Closed,currency 1,-1712,0,-981.0,-981.0,,0,123889.5,0.0,0.0,0.0,Consumer credit,-937,0.0
293971,6452936,Closed,currency 1,-1458,0,369.0,-877.0,,0,990000.0,0.0,0.0,0.0,Consumer credit,-807,0.0
293971,6452937,Closed,currency 1,-1416,0,-1233.0,-644.0,,0,50580.0,0.0,0.0,0.0,Consumer credit,-642,0.0
293971,6452938,Active,currency 1,-602,0,949.0,,,0,3323011.5,2302236.0,0.0,0.0,Consumer credit,-17,91710.0
293971,6452939,Closed,currency 1,-1781,0,-1050.0,-1447.0,,0,448740.0,,,0.0,Consumer credit,-1389,0.0
293971,6452940,Active,currency 1,-189,0,542.0,,,0,167251.5,128470.5,,0.0,Consumer credit,-6,7758.0
293971,6452941,Active,currency 1,-553,0,178.0,,,0,104611.5,27576.0,,0.0,Consumer credit,-6,4747.5
138820,6776311,Active,currency 1,-391,0,1435.0,,,0,900000.0,788197.5,0.0,0.0,Consumer credit,-20,24606.0
264627,6400382,Closed,currency 1,-1844,0,-1603.0,-1579.0,,0,102015.0,0.0,0.0,0.0,Consumer credit,-1025,0.0
109346,6096392,Closed,currency 1,-366,0,-60.0,-96.0,,0,38196.0,0.0,0.0,0.0,Consumer credit,-93,0.0
109346,6096393,Closed,currency 1,-1694,0,-1600.0,-1514.0,,0,10179.0,0.0,0.0,0.0,Consumer credit,-1514,0.0
109346,6096394,Active,currency 1,-375,0,1452.0,,12168.0,0,450000.0,,,0.0,Consumer credit,-10,12163.5
109346,6096395,Closed,currency 1,-1361,0,-263.0,-1082.0,0.0,0,0.0,,,0.0,Credit card,-1082,
109346,6096396,Active,currency 1,-784,0,1042.0,,2753.055,0,189000.0,137767.5,0.0,0.0,Consumer credit,-24,3150.0
109346,6096397,Closed,currency 1,-1512,0,-416.0,-606.0,0.0,0,139500.0,0.0,0.0,0.0,Consumer credit,-606,
109346,6096398,Closed,currency 1,-2061,0,-1521.0,-1580.0,2587.59,0,67500.0,0.0,0.0,0.0,Consumer credit,-1580,
279940,6098088,Closed,currency 1,-1778,0,-1686.0,-1686.0,,0,31747.5,0.0,,0.0,Consumer credit,-1677,0.0
279940,6098089,Closed,currency 1,-2508,0,-2197.0,-1193.0,,0,81000.0,,,0.0,Consumer credit,-1190,0.0
279940,6098090,Active,currency 1,-1722,0,,,,0,27000.0,0.0,,0.0,Credit card,-1054,0.0
279940,6098091,Active,currency 1,-1079,0,9878.0,,5890.5,0,204750.0,,,0.0,Credit card,-66,20475.0
279940,6098092,Closed,currency 1,-1134,0,692.0,-573.0,5679.0,0,2055838.5,,,0.0,Car loan,-573,
279940,6098093,Closed,currency 1,-1842,0,-1536.0,-1536.0,5660.01,0,53505.0,0.0,0.0,0.0,Consumer credit,-1534,
106937,6279990,Closed,currency 1,-2656,0,-2442.0,-2415.0,,0,19121.31,0.0,,0.0,Consumer credit,-11,
106937,6279994,Closed,currency 1,-476,0,-104.0,-104.0,,0,155988.0,0.0,0.0,0.0,Consumer credit,-87,0.0
106937,6279995,Closed,currency 1,-1638,0,-1484.0,-1483.0,,0,23665.5,0.0,0.0,0.0,Consumer credit,-1021,0.0
106937,6279996,Active,currency 1,-1559,0,30873.0,,,0,126000.0,125374.5,0.0,0.0,Credit card,-29,10224.0
106937,6279997,Closed,currency 1,-1637,0,-1484.0,-1483.0,,0,23665.5,0.0,,0.0,Consumer credit,-1366,0.0
106937,6279998,Active,currency 1,-691,0,,,,0,225000.0,230571.0,,0.0,Credit card,-2,16447.5
106937,6279989,Closed,currency 1,-1794,0,-1579.0,-1608.0,,0,26777.61,0.0,,0.0,Consumer credit,-11,
448125,6287648,Closed,currency 1,-1949,0,901.0,-184.0,,0,1035000.0,0.0,,0.0,Credit card,-181,
448125,6287649,Closed,currency 1,-2770,0,-2434.0,-2463.0,,0,41952.6,0.0,,0.0,Consumer credit,-902,
182501,5816582,Closed,currency 1,-2593,0,-2396.0,-2406.0,,0,209295.0,0.0,,0.0,Consumer credit,-631,
182501,5816583,Closed,currency 1,-2091,0,-1726.0,-1712.0,,0,731700.0,0.0,,0.0,Consumer credit,-612,
182501,5816584,Closed,currency 1,-1215,0,-972.0,-969.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-963,0.0
182501,5816585,Closed,currency 1,-1533,0,-1288.0,-1257.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-1001,0.0
182501,5816586,Closed,currency 1,-852,0,-826.0,-826.0,,0,720000.0,0.0,,0.0,Consumer credit,-822,0.0
182501,5816587,Active,currency 1,-719,0,30885.0,,,0,675004.5,671112.0,,0.0,Credit card,-17,38673.0
182501,5816588,Active,currency 1,-1054,0,30885.0,,,0,810000.0,771286.5,,0.0,Credit card,-20,54292.5
182501,5816589,Active,currency 1,-342,0,23.0,,30616.425,0,312422.4,68692.5,0.0,0.0,Consumer credit,-31,26035.2
182501,5816590,Closed,currency 1,-739,0,-373.0,-373.0,0.0,0,461250.0,0.0,0.0,0.0,Consumer credit,-367,
448125,6287647,Active,currency 1,-82,0,1752.0,,,0,0.0,0.0,0.0,0.0,Credit card,-34,
448125,6287650,Closed,currency 1,-1949,0,-1261.0,-336.0,,0,0.0,0.0,,0.0,Credit card,-333,
448125,6287652,Active,currency 1,-1757,0,444.0,,,0,391500.0,395626.5,0.0,0.0,Credit card,-5,
448125,6287653,Active,currency 1,-266,0,1560.0,,,0,1840500.0,1692571.5,0.0,0.0,Consumer credit,-11,50314.5
448125,6287654,Active,currency 1,-310,0,786.0,,0.0,0,389250.0,318168.0,0.0,0.0,Consumer credit,-36,10812.51
448125,6287655,Closed,currency 1,-1598,0,-1217.0,-1217.0,49.5,0,122427.0,,,0.0,Consumer credit,-1212,
304977,5946488,Closed,currency 1,-1715,0,-1533.0,-1519.0,,0,24880.5,0.0,0.0,0.0,Consumer credit,-996,0.0
124316,6772047,Closed,currency 1,-333,0,-210.0,-210.0,0.0,0,21692.835,0.0,0.0,0.0,Consumer credit,-207,
217493,5765211,Closed,currency 1,-2852,0,-2668.0,-2633.0,,0,135000.0,,,0.0,Consumer credit,-2633,0.0
217493,5765212,Closed,currency 1,-1713,0,-1620.0,-1620.0,,0,17464.5,0.0,,0.0,Consumer credit,-1620,0.0
217493,5765213,Closed,currency 1,-1538,0,-1385.0,-1385.0,,0,37800.0,0.0,,0.0,Consumer credit,-1383,8307.0
217493,5765214,Active,currency 1,-247,0,836.0,,0.0,0,765000.0,627900.84,0.0,0.0,Consumer credit,-9,10297.62
217493,5765215,Active,currency 1,-904,0,1314.0,,0.0,0,135000.0,94410.0,40590.0,0.0,Credit card,-30,4720.5
217493,5765217,Closed,currency 1,-2429,0,-2064.0,-2098.0,0.0,0,135000.0,,,0.0,Consumer credit,-2094,
125093,6434818,Closed,currency 1,-1498,0,-1314.0,-1177.0,,0,71289.0,,,0.0,Consumer credit,-1174,0.0
125093,6434819,Closed,currency 1,-546,0,-273.0,-273.0,0.0,0,68076.0,0.0,0.0,0.0,Consumer credit,-273,
125093,6434820,Closed,currency 1,-952,0,-463.0,-587.0,0.0,0,89550.0,0.0,0.0,0.0,Consumer credit,-582,
249909,5925604,Closed,currency 1,-2162,0,-1066.0,-1795.0,,0,112500.0,0.0,0.0,0.0,Consumer credit,-877,0.0
249909,5925605,Closed,currency 1,-2735,0,-2187.0,-2187.0,,0,247500.0,0.0,0.0,0.0,Consumer credit,-877,0.0
249909,5925606,Closed,currency 1,-257,0,-241.0,-255.0,,0,13500.0,0.0,0.0,0.0,Consumer credit,-252,0.0
249909,5925607,Closed,currency 1,-1782,0,-867.0,-875.0,,0,256500.0,0.0,0.0,0.0,Consumer credit,-351,0.0
249909,5925608,Active,currency 1,-1167,0,-166.0,,,0,270000.0,142902.0,0.0,0.0,Credit card,-212,
249909,5925609,Closed,currency 1,-1106,0,-1014.0,-1014.0,,0,45000.0,,,0.0,Consumer credit,-1011,
249909,5925610,Closed,currency 1,-196,0,,-152.0,,0,27000.0,0.0,,0.0,Consumer credit,-152,0.0
249909,5925611,Closed,currency 1,-107,0,,-92.0,,0,27000.0,0.0,,0.0,Consumer credit,-92,0.0
249909,5925612,Closed,currency 1,-67,0,,-17.0,,0,27000.0,0.0,,0.0,Consumer credit,-17,0.0
249909,5925613,Active,currency 1,-17,0,,,,0,45000.0,49950.0,,0.0,Consumer credit,-7,0.0
249909,5925614,Active,currency 1,-337,0,1507.0,,,0,100278.0,25875.0,,0.0,Consumer credit,-3,
249909,5925615,Sold,currency 1,-337,0,1507.0,-199.0,0.0,0,135000.0,0.0,0.0,0.0,Credit card,-197,
249909,5925616,Active,currency 1,-403,0,,,0.0,0,45000.0,0.0,0.0,0.0,Credit card,-36,4500.0
249909,5925617,Active,currency 1,-500,0,,,0.0,0,45000.0,0.0,0.0,0.0,Credit card,-50,4500.0
249909,5925618,Closed,currency 1,-769,0,-677.0,-677.0,0.0,0,58500.0,0.0,0.0,0.0,Consumer credit,-673,
249909,5925619,Closed,currency 1,-942,0,-850.0,-850.0,0.0,0,45000.0,0.0,0.0,0.0,Consumer credit,-841,
249909,5925620,Closed,currency 1,-996,0,-266.0,-357.0,0.0,0,112315.095,0.0,0.0,0.0,Consumer credit,-357,
213240,6216208,Closed,currency 1,-1691,0,-1386.0,-1384.0,,0,29070.0,0.0,,0.0,Consumer credit,-1384,0.0
213240,6216209,Closed,currency 1,-1805,0,-1502.0,-1176.0,,0,92704.5,,,0.0,Consumer credit,-1173,0.0
213240,6216210,Closed,currency 1,-1260,0,-958.0,-924.0,,0,46494.0,,,0.0,Consumer credit,-921,0.0
213240,6216211,Closed,currency 1,-2078,0,-1774.0,-1774.0,0.0,0,70834.5,0.0,0.0,0.0,Consumer credit,-1770,
208312,6216979,Closed,currency 1,-2707,0,-2438.0,-2439.0,,0,117000.0,,,0.0,Consumer credit,-2432,0.0
266499,6217901,Closed,currency 1,-2483,0,-1022.0,-1021.0,,0,450000.0,,,0.0,Consumer credit,-1021,0.0
266499,6217902,Closed,currency 1,-1936,0,-1571.0,-1586.0,,0,135000.0,,,0.0,Consumer credit,-720,0.0
266499,6217903,Active,currency 1,-1486,0,-465.0,,,0,0.0,0.0,,0.0,Credit card,-149,0.0
266499,6217904,Closed,currency 1,-1270,0,-904.0,-955.0,0.0,0,115375.5,,,0.0,Consumer credit,-954,
266499,6217905,Closed,currency 1,-1581,0,-1034.0,-1270.0,23350.5,0,225000.0,,,0.0,Consumer credit,-1268,
266499,6217906,Active,currency 1,-1229,0,590.0,,6052.455,0,333000.0,318247.965,14752.035,0.0,Credit card,-8,18900.0
317814,6219218,Active,currency 1,-911,0,,,0.0,0,270000.0,264613.5,5384.7,0.0,Credit card,-26,27000.0
317814,6219219,Closed,currency 1,-1001,0,-913.0,-913.0,0.0,0,57960.0,0.0,0.0,0.0,Consumer credit,-908,
317814,6219220,Closed,currency 1,-1022,0,-845.0,-845.0,0.0,0,145211.58,0.0,0.0,0.0,Consumer credit,-845,
314364,6436662,Closed,currency 1,-1803,0,-1499.0,-1516.0,,0,116046.0,0.0,,0.0,Consumer credit,-1494,0.0
314364,6436663,Closed,currency 1,-1056,0,-691.0,-691.0,0.0,0,62614.17,0.0,0.0,0.0,Consumer credit,-689,
353814,6176821,Closed,currency 1,-815,0,-631.0,-626.0,,0,19350.0,0.0,0.0,0.0,Consumer credit,-625,0.0
353814,6176822,Closed,currency 1,-2470,0,-2105.0,-2103.0,,0,193590.0,0.0,,0.0,Consumer credit,-2101,18661.5
353814,6176823,Active,currency 1,-186,0,,,,0,90000.0,,,0.0,Credit card,-180,0.0
353814,6176824,Active,currency 1,-186,0,545.0,,,0,137079.0,114768.0,,0.0,Consumer credit,-33,7632.0
402376,5950907,Closed,currency 1,-1805,0,-1409.0,-1389.0,,0,121240.53,0.0,,0.0,Consumer credit,-13,
402376,5950908,Closed,currency 1,-2590,0,-2255.0,-2280.0,,0,154341.45,0.0,,0.0,Consumer credit,-13,
261500,5659185,Closed,currency 1,-1798,0,-1289.0,-919.0,,0,0.0,0.0,0.0,0.0,Credit card,-917,0.0
261500,5659186,Closed,currency 1,-1255,0,-1169.0,-1136.0,,0,24547.5,,,0.0,Consumer credit,-1133,0.0
271368,6298645,Closed,currency 1,-1279,0,-1257.0,-1257.0,0.0,0,66198.375,0.0,0.0,0.0,Consumer credit,-1257,
213818,6716707,Closed,currency 1,-43,0,-27.0,-38.0,,0,27000.0,0.0,0.0,0.0,Consumer credit,-36,0.0
213818,6716708,Closed,currency 1,-1100,0,2552.0,-1069.0,,0,1260000.0,0.0,0.0,0.0,Mortgage,-209,0.0
213818,6716709,Active,currency 1,-1085,0,,,,0,90000.0,0.0,,0.0,Credit card,-1040,0.0
213818,6716710,Active,currency 1,-309,0,27268.0,,0.0,0,180000.0,118010.97,0.0,0.0,Credit card,-14,4500.0
213818,6716711,Closed,currency 1,-1469,0,-1163.0,-1142.0,12603.69,0,120460.5,0.0,0.0,0.0,Consumer credit,-1142,
238850,6720047,Closed,currency 1,-1798,0,-1403.0,-1430.0,,0,92258.1,0.0,,0.0,Consumer credit,-895,
238850,6720048,Closed,currency 1,-2865,0,-2650.0,-2679.0,,0,23710.5,0.0,,0.0,Consumer credit,-895,
238850,6720049,Active,currency 1,-517,0,797.0,,,0,180000.0,0.0,0.0,0.0,Credit card,-143,
180741,5811817,Closed,currency 1,-1390,0,-294.0,-294.0,0.0,0,360000.0,0.0,0.0,0.0,Consumer credit,-294,
180741,5811818,Closed,currency 1,-1538,0,-1232.0,-1232.0,0.0,0,72000.0,0.0,0.0,0.0,Consumer credit,-1232,
396041,5790320,Closed,currency 1,-2878,0,-2388.0,-2388.0,0.0,0,134550.0,0.0,0.0,0.0,Consumer credit,-2384,
217493,5765216,Closed,currency 1,-2298,0,-1568.0,-2156.0,0.0,0,0.0,,,0.0,Credit card,-2156,
280342,6609718,Closed,currency 1,-1468,0,-1254.0,-1374.0,,0,15165.36,0.0,,0.0,Consumer credit,-899,
280342,6609719,Closed,currency 1,-1578,0,-1335.0,-1486.0,,0,32266.08,0.0,,0.0,Consumer credit,-899,
280342,6609720,Closed,currency 1,-981,0,-647.0,-676.0,,0,73699.2,0.0,,0.0,Consumer credit,-674,
280342,6609721,Closed,currency 1,-1107,0,-772.0,-801.0,,0,67738.95,0.0,,0.0,Consumer credit,-800,
280342,6609722,Closed,currency 1,-1552,0,-1340.0,-1461.0,,0,59813.19,0.0,,0.0,Consumer credit,-899,
280342,6609723,Active,currency 1,-2368,0,12649.0,,,0,180000.0,0.0,0.0,0.0,Credit card,-1781,178555.5
280342,6609724,Closed,currency 1,-616,0,-493.0,-491.0,,0,17554.5,0.0,0.0,0.0,Consumer credit,-490,0.0
280342,6609725,Closed,currency 1,-2763,0,-2458.0,-2455.0,,0,91075.5,,,0.0,Consumer credit,-2450,
280342,6609726,Closed,currency 1,-1509,0,-1417.0,-1417.0,,0,25942.5,0.0,,0.0,Consumer credit,-1399,0.0
280342,6609728,Closed,currency 1,-1767,0,-1583.0,-1583.0,,0,33570.0,0.0,,0.0,Consumer credit,-1399,0.0
280342,6609729,Closed,currency 1,-1800,0,-1615.0,-1615.0,,0,33916.5,0.0,,0.0,Consumer credit,-1399,0.0
280342,6609730,Closed,currency 1,-2190,0,-2006.0,-2006.0,,0,35320.5,0.0,,0.0,Consumer credit,-1399,0.0
280342,6609731,Closed,currency 1,-1399,0,-1244.0,-1244.0,,0,77031.0,0.0,,0.0,Consumer credit,-1244,0.0
280342,6609732,Closed,currency 1,-1295,0,-990.0,-990.0,,0,164880.0,0.0,,0.0,Consumer credit,-986,18000.0
280342,6609733,Closed,currency 1,-1453,0,-522.0,-521.0,,0,13500.0,0.0,,0.0,Credit card,-517,0.0
280342,6609734,Active,currency 1,-2056,0,12649.0,,,0,180000.0,181386.0,,0.0,Credit card,-4,8581.5
280342,6609735,Active,currency 1,-201,0,103.0,,0.0,0,39181.5,16478.64,0.0,0.0,Consumer credit,-17,4306.5
280342,6609736,Closed,currency 1,-1843,0,-17.0,-14.0,35118.0,0,1350000.0,,,0.0,Consumer credit,-14,
320940,6611204,Closed,currency 1,-2913,0,-2364.0,-2408.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-750,0.0
320940,6611205,Closed,currency 1,-1525,0,-429.0,-447.0,,0,143019.0,0.0,0.0,0.0,Consumer credit,-398,5152.5
320940,6611206,Closed,currency 1,-1993,0,-167.0,-750.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-163,0.0
320940,6611207,Active,currency 1,-1497,0,704.0,,,0,324000.0,290371.5,0.0,0.0,Credit card,-16,
320940,6611210,Closed,currency 1,-1933,0,-1387.0,-1374.0,,0,121869.0,0.0,,0.0,Consumer credit,-1361,0.0
320940,6611211,Closed,currency 1,-324,0,-173.0,-147.0,,0,37012.5,,,0.0,Consumer credit,-132,0.0
