SK_ID_BUREAU,MONTHS_BALANCE,STATUS
5790316,-86,0
5790316,-87,0
5790316,-88,0
5790316,-89,0
5790316,-90,0
5790316,-91,0
5790316,-92,0
5790316,-93,0
5790316,-94,X
5790317,0,C
5790317,-1,C
5790317,-2,C
5790317,-3,C
5790317,-4,C
5790317,-5,C
5790317,-6,C
5790317,-7,C
5790317,-8,C
5790317,-9,C
5790317,-10,C
5790317,-11,C
5790317,-12,C
5790317,-13,C
5790317,-14,C
5790317,-15,C
5790317,-16,C
5790317,-17,C
5790317,-18,C
5790317,-19,C
5790317,-20,C
5790317,-21,C
5790317,-22,C
5790317,-23,C
5790317,-24,C
5790317,-25,C
5790317,-26,C
5790317,-27,C
5790317,-28,C
5790317,-29,C
5790317,-30,C
5790317,-31,C
5790317,-32,C
5790317,-33,C
5790317,-34,C
5790317,-35,C
5790317,-36,C
5790317,-37,C
5790317,-38,C
5790317,-39,C
5790317,-40,C
5790317,-41,C
5790317,-42,C
5790317,-43,C
5790317,-44,C
5790317,-45,C
5790317,-46,C
5790317,-47,C
5790317,-48,C
5790317,-49,C
5790317,-50,C
5790317,-51,C
5790317,-52,C
5790317,-53,C
5790317,-54,C
5790317,-55,C
5790317,-56,C
5790317,-57,C
5790317,-58,C
5790317,-59,C
5790317,-60,C
5790317,-61,C
5790317,-62,C
5790317,-63,C
5790317,-64,C
5790317,-65,C
5790317,-66,C
5790317,-67,C
5790317,-68,C
5790317,-69,C
5790317,-70,C
5790317,-71,C
5790317,-72,C
5790317,-73,C
5790317,-74,C
5790317,-75,C
5790317,-76,C
5790317,-77,C
5790317,-78,C
5790317,-79,X
5790317,-80,X
5790317,-81,X
5790317,-82,X
5790317,-83,X
5790317,-84,X
5790317,-85,X
5790317,-86,X
5790317,-87,X
5790317,-88,X
5790317,-89,X
5790317,-90,X
5790318,0,C
5790318,-1,C
5790318,-2,C
5790318,-3,C
5790318,-4,C
5790318,-5,C
5790318,-6,C
5790318,-7,C
5790318,-8,C
5790318,-9,C
5790318,-10,C
5790318,-11,C
5790318,-12,C
5790318,-13,C
5790318,-14,C
5790318,-15,C
5790318,-16,C
5790318,-17,C
5790318,-18,0
5790318,-19,0
5790318,-20,0
5790318,-21,X
5790319,-1,C
5790319,-2,C
5790319,-3,C
5790319,-4,C
5790319,-5,C
5790319,-6,C
5790319,-7,C
5790319,-8,C
5790319,-9,C
5790319,-10,C
5790319,-11,C
5790319,-12,C
5790319,-13,C
5790319,-14,C
5790319,-15,C
5790319,-16,C
5790319,-17,C
5790319,-18,C
5790319,-19,C
5790319,-20,C
5790319,-21,C
5790319,-22,C
5790319,-23,C
5790319,-24,C
5790319,-25,C
5790319,-26,C
5790319,-27,C
5790319,-28,C
5790319,-29,C
5790319,-30,C
5790319,-31,C
5790319,-32,C
5790319,-33,C
5790319,-34,C
5790319,-35,C
5790319,-36,C
5790319,-37,C
5790319,-38,C
5790319,-39,C
5790319,-40,C
5790319,-41,0
5790319,-42,0
5790319,-43,0
5811813,0,C
5811813,-1,C
5811813,-2,C
5811813,-3,C
5811813,-4,C
5811813,-5,C
5811813,-6,C
5811813,-7,C
5811813,-8,C
5811813,-9,C
5811813,-10,C
5811813,-11,C
5811813,-12,C
5811813,-13,C
5811813,-14,C
5811813,-15,C
5811813,-16,C
5811813,-17,C
5811813,-18,C
5811813,-19,C
5811813,-20,C
5811813,-21,C
5811813,-22,C
5811813,-23,C
5811813,-24,C
5811813,-25,0
5811813,-26,0
5811813,-27,0
5811813,-28,0
5811813,-29,0
5811813,-30,0
5811813,-31,0
5811813,-32,0
5811813,-33,0
5811813,-34,0
5811813,-35,0
5811813,-36,0
5811813,-37,0
5811813,-38,0
5811813,-39,0
5811813,-40,0
5811813,-41,0
5811813,-42,0
5811814,0,C
5811814,-1,C
5811814,-2,C
5811814,-3,C
5811814,-4,C
5811814,-5,C
5811814,-6,C
5811814,-7,C
5811814,-8,C
5811814,-9,C
5811814,-10,0
5811814,-11,X
5811814,-12,X
5811814,-13,X
5811814,-14,X
5811815,0,C
5811815,-1,C
5811815,-2,C
5811815,-3,0
5811815,-4,0
5811815,-5,0
5811815,-6,0
5811815,-7,0
5811815,-8,0
5811815,-9,0
5811815,-10,0
5811815,-11,0
5811815,-12,0
5811815,-13,0
5811815,-14,0
5811815,-15,0
5811815,-16,0
5811815,-17,0
5811815,-18,0
5811815,-19,0
5811815,-20,X
5811816,0,C
5811816,-1,C
5811816,-2,C
5811816,-3,0
5811816,-4,0
5811816,-5,0
5811816,-6,0
5811816,-7,0
5811816,-8,0
5811816,-9,0
5811816,-10,0
5811816,-11,0
5811816,-12,0
5811816,-13,0
5811816,-14,0
5811816,-15,0
5811816,-16,0
5811816,-17,0
5811816,-18,0
5811816,-19,0
5811816,-20,0
5811882,-1,X
5811882,-2,X
5811882,-3,X
5811882,-4,X
5811882,-5,X
5811882,-6,X
5811882,-7,X
5811882,-8,X
5811882,-9,X
5811882,-10,X
5811882,-11,X
5811882,-12,X
5811882,-13,X
5811882,-14,X
5811882,-15,X
5811882,-16,X
5811882,-17,X
5811882,-18,X
5811882,-19,X
5811882,-20,X
5811882,-21,X
5811882,-22,X
5811882,-23,X
5811882,-24,X
5811882,-25,X
5811882,-26,X
5811882,-27,X
5811882,-28,X
5811882,-29,X
5811882,-30,X
5811882,-31,X
5811882,-32,X
5811882,-33,X
5811882,-34,X
5811882,-35,X
5811882,-36,X
5811882,-37,X
5811882,-38,X
5811882,-39,X
5811882,-40,X
5811882,-41,X
5811882,-42,X
5811882,-43,X
5811882,-44,X
5811882,-45,X
5811882,-46,X
5811882,-47,X
5811882,-48,X
5811882,-49,X
5811882,-50,X
5811882,-51,X
5811882,-52,X
5811882,-53,X
5811882,-54,X
5811882,-55,X
5811882,-56,X
5811882,-57,X
5811882,-58,X
5811882,-59,X
5811882,-60,X
5811882,-61,X
5811882,-62,X
5811882,-63,X
5811882,-64,X
5811882,-65,X
5811882,-66,X
5811882,-67,X
5811882,-68,X
5811882,-69,X
5811882,-70,X
5811882,-71,X
5811882,-72,X
5811882,-73,X
5811882,-74,X
5811882,-75,X
5811882,-76,X
5811882,-77,X
5811882,-78,X
5811882,-79,X
5811882,-80,X
5811882,-81,X
5811882,-82,X
5811882,-83,X
5811882,-84,X
5811882,-85,X
5811882,-86,X
5811882,-87,X
5811882,-88,X
5811882,-89,X
5811882,-90,X
5811882,-91,X
5811882,-92,X
5811882,-93,X
5811883,0,C
5811883,-1,C
5811883,-2,C
5811883,-3,C
5811883,-4,C
5811883,-5,C
5811883,-6,C
5811883,-7,C
5811883,-8,C
5811883,-9,C
5811883,-10,C
5811883,-11,C
5811883,-12,C
5811883,-13,C
5811883,-14,C
5811883,-15,C
5811883,-16,C
5811883,-17,C
5811883,-18,C
5811883,-19,C
5811883,-20,C
5811883,-21,C
5811883,-22,C
5811883,-23,C
5811883,-24,C
5811883,-25,C
5811883,-26,C
5811883,-27,C
5811883,-28,C
5811883,-29,C
5811883,-30,C
5811883,-31,C
5811883,-32,C
5811883,-33,C
5811883,-34,C
5811883,-35,C
5811883,-36,C
5811883,-37,C
5811883,-38,C
5811883,-39,C
5811883,-40,C
5811883,-41,C
5811883,-42,C
5811883,-43,C
5811883,-44,C
5811883,-45,C
5811883,-46,C
5811883,-47,C
5811883,-48,C
5811883,-49,C
5811883,-50,C
5811883,-51,C
5811883,-52,C
5811883,-53,C
5811883,-54,C
5811883,-55,C
5811883,-56,C
5811883,-57,C
5811883,-58,C
5811883,-59,C
5811883,-60,C
5811883,-61,C
5811883,-62,0
5811883,-63,0
5811883,-64,0
5811883,-65,0
5811883,-66,0
6019008,0,X
6019008,-1,X
6019008,-2,X
6019008,-3,X
6019008,-4,X
6019008,-5,0
6019008,-6,0
6019008,-7,X
6019008,-8,X
6019009,0,C
6019009,-1,C
6019009,-2,C
6019009,-3,C
6019009,-4,C
6019009,-5,C
6019009,-6,C
6019009,-7,C
6019009,-8,C
6019009,-9,C
6019009,-10,C
6019009,-11,C
6019009,-12,C
6019010,0,C
6019010,-1,C
6019010,-2,C
6019010,-3,C
6019010,-4,C
6019010,-5,C
6019010,-6,C
6019010,-7,C
6019010,-8,C
6019010,-9,C
6019010,-10,C
6019010,-11,C
6019010,-12,C
6019011,0,C
6019011,-1,C
6019011,-2,C
6019011,-3,C
6019011,-4,C
6019011,-5,C
6019011,-6,C
6019011,-7,C
6019011,-8,C
6019011,-9,C
6095217,0,C
6095217,-1,C
6095217,-2,C
6095217,-3,C
6095217,-4,C
6095217,-5,C
6095217,-6,C
6095217,-7,C
6095217,-8,C
6095217,-9,C
6095217,-10,C
6095217,-11,C
6095217,-12,C
6095217,-13,C
6095217,-14,C
6095217,-15,C
6095217,-16,C
6095217,-17,C
6095217,-18,C
6095217,-19,C
6095217,-20,X
6095217,-21,X
6095217,-22,X
6095217,-23,X
6095217,-24,X
6095217,-25,X
6095217,-26,X
6095217,-27,X
6095217,-28,X
6095217,-29,X
6095217,-30,X
6095217,-31,X
6095217,-32,X
6298639,0,X
6298639,-1,0
6298639,-2,0
6298639,-3,0
6298639,-4,0
6298639,-5,0
6298639,-6,1
6298639,-7,X
6298639,-8,0
6298639,-9,0
6298639,-10,0
6298639,-11,X
6298639,-12,0
6298639,-13,X
6298639,-14,X
6298639,-15,0
6298639,-16,X
6298639,-17,0
6298639,-18,0
6298639,-19,0
6298639,-20,X
6298639,-21,0
6298639,-22,0
6298639,-23,0
6298639,-24,X
6298639,-25,0
6298639,-26,X
6298639,-27,0
6298639,-28,X
6298639,-29,X
6298639,-30,X
6298639,-31,0
6298639,-32,X
6298639,-33,X
6298639,-34,0
6298639,-35,X
6298639,-36,X
6298639,-37,X
6298639,-38,X
6298639,-39,X
6298640,0,C
6298640,-1,C
6298640,-2,C
6298640,-3,C
6298640,-4,C
6298640,-5,C
6298640,-6,C
6298640,-7,C
6298640,-8,C
6298640,-9,C
6298640,-10,C
6298640,-11,C
6298640,-12,C
6298640,-13,C
6298640,-14,C
6298640,-15,C
6298640,-16,C
6298640,-17,C
6298640,-18,C
6298640,-19,C
6298640,-20,C
6298640,-21,C
6298640,-22,C
6298640,-23,C
6298640,-24,C
6298640,-25,C
6298640,-26,C
6298640,-27,C
6298640,-28,C
6298640,-29,C
6298640,-30,C
6298640,-31,C
6298640,-32,C
6298640,-33,C
6298640,-34,C
6298640,-35,C
6298640,-36,C
