SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
2535347,170148,2.0,1,-566.0,-572.0,81286.245,81286.245
1033353,109346,1.0,6,-901.0,-907.0,9588.915,9588.915
1108566,124316,1.0,3,-1975.0,-2031.0,3339.81,3339.81
2120696,131421,1.0,6,-37.0,-33.0,8978.715,8879.67
1118765,125093,1.0,5,-725.0,-756.0,49626.0,396.0
2088662,131421,1.0,8,-147.0,-157.0,9976.14,260.73
1715334,126707,1.0,11,-838.0,-840.0,20319.705,20319.705
2299815,178610,2.0,22,-1148.0,-1155.0,22431.555,22431.555
1187845,109346,1.0,16,-1114.0,-1116.0,4769.1,4769.1
1843885,182501,1.0,6,-1239.0,-1246.0,18078.21,18078.21
2543264,182501,1.0,4,-2690.0,-2694.0,43007.76,43007.76
2228785,126707,1.0,4,-197.0,-202.0,9417.285,9417.285
2819795,180741,1.0,10,-1084.0,-1089.0,10227.195,10227.195
1233744,124316,1.0,4,-2714.0,-2715.0,11325.375,11325.375
1718301,138820,1.0,6,-51.0,-63.0,5712.885,5712.885
2819795,180741,1.0,4,-1264.0,-1273.0,10258.965,10258.965
1370450,131286,1.0,2,-815.0,-832.0,4228.785,4228.785
1033353,109346,1.0,18,-541.0,-562.0,9464.535,9464.535
1306722,126707,1.0,3,-421.0,-445.0,5529.51,5529.51
1387661,154747,1.0,5,-1606.0,-1608.0,12956.49,12956.49
1370450,131286,1.0,1,-845.0,-850.0,4228.785,4228.785
1843885,182501,1.0,2,-1359.0,-1373.0,18070.245,18070.245
1242466,131286,0.0,11,-296.0,-296.0,152.28,152.28
1187845,109346,1.0,3,-1504.0,-1508.0,4769.1,4769.1
1387661,154747,1.0,12,-1396.0,-1402.0,12956.49,12956.49
1350928,154747,1.0,1,-722.0,-736.0,6461.1,6461.1
2299815,178610,1.0,1,-1778.0,-1795.0,7685.505,7685.505
2819795,180741,1.0,7,-1174.0,-1183.0,10258.965,10258.965
1387661,154747,1.0,4,-1636.0,-1640.0,12956.49,12956.49
2299815,178610,1.0,19,-1238.0,-1252.0,7685.505,7685.505
1915800,124316,1.0,4,-2429.0,-2451.0,4388.175,4388.175
1187845,109346,1.0,1,-1564.0,-1571.0,4769.1,4769.1
2120696,131421,1.0,7,-7.0,-7.0,8978.715,8978.715
1392011,106937,1.0,3,-123.0,-122.0,2511.36,2511.36
2088662,131421,1.0,8,-147.0,-142.0,9976.14,9715.41
2048722,131286,1.0,1,-529.0,-542.0,3349.8,3349.8
1233744,124316,1.0,8,-2594.0,-2598.0,11325.375,11325.375
1973769,126707,1.0,4,-665.0,-670.0,9193.185,9193.185
2299815,178610,1.0,6,-1628.0,-1641.0,7685.505,7685.505
1320350,178610,1.0,5,-1937.0,-1944.0,2962.71,2962.71
1490319,180741,1.0,11,-283.0,-286.0,12700.8,12700.8
1569218,131286,1.0,6,-1448.0,-1460.0,4175.505,4175.505
1242466,131286,0.0,29,-22.0,-23.0,8837.91,8837.91
1952479,126707,1.0,3,-320.0,-322.0,6835.995,6835.995
1242466,131286,0.0,17,-203.0,-202.0,8832.915,8832.915
1420748,126707,1.0,2,-4.0,-5.0,2593.755,2593.755
1187845,109346,1.0,13,-1204.0,-1204.0,4769.1,4769.1
1843885,182501,1.0,3,-1329.0,-1339.0,18070.245,18070.245
1715334,126707,1.0,12,-808.0,-811.0,20061.09,20061.09
2088662,131421,1.0,3,-297.0,-302.0,9976.14,9976.14
2833013,124316,1.0,4,-2058.0,-2065.0,6194.07,6194.07
1281172,131286,1.0,5,-91.0,-97.0,10498.545,10498.545
1033353,109346,1.0,9,-811.0,-809.0,9588.915,9132.165
1387661,154747,1.0,3,-1666.0,-1675.0,12956.49,12956.49
2833013,124316,1.0,5,-2028.0,-2061.0,6194.07,6194.07
1392011,106937,1.0,6,-33.0,-38.0,2511.36,2511.36
1187845,109346,1.0,17,-1084.0,-1082.0,4769.1,4757.4
1187845,109346,1.0,9,-1324.0,-1327.0,4769.1,4769.1
1490319,180741,1.0,1,-583.0,-593.0,12700.8,12700.8
2299815,178610,1.0,8,-1568.0,-1580.0,7685.505,7685.505
2833013,124316,1.0,1,-2148.0,-2162.0,6194.07,6194.07
1033353,109346,1.0,11,-751.0,-769.0,9588.915,9588.915
1843885,182501,1.0,1,-1389.0,-1397.0,18070.245,18070.245
2819795,180741,1.0,1,-1354.0,-1360.0,10258.965,10258.965
1242466,131286,0.0,27,-52.0,-52.0,8855.145,8855.145
1941370,106937,3.0,2,-94.0,-94.0,27157.5,27157.5
2543264,182501,1.0,6,-2630.0,-2633.0,42994.125,42994.125
1233744,124316,1.0,6,-2654.0,-2660.0,11325.375,11325.375
1490319,180741,1.0,14,-193.0,-192.0,12700.8,12700.8
1387661,154747,1.0,9,-1486.0,-1501.0,12956.49,12956.49
1033353,109346,1.0,7,-871.0,-870.0,9588.915,9588.915
1569218,131286,1.0,8,-1388.0,-1403.0,4175.505,4175.505
1387661,154747,1.0,8,-1516.0,-1516.0,12956.49,12956.49
1973769,126707,1.0,7,-575.0,-584.0,9193.185,9193.185
1718301,138820,1.0,5,-81.0,-90.0,5712.885,5712.885
1242466,131286,0.0,28,-52.0,-52.0,144.855,144.855
2819795,180741,1.0,9,-1114.0,-1127.0,10258.965,10258.965
1973769,126707,1.0,6,-605.0,-608.0,9193.185,9193.185
2833013,124316,1.0,10,-1878.0,-1914.0,6194.07,6194.07
1387661,154747,1.0,6,-1576.0,-1608.0,12956.49,782.55
2137045,106937,1.0,4,-558.0,-567.0,6546.375,6546.375
1033353,109346,1.0,5,-931.0,-931.0,9588.915,9588.915
1387661,154747,1.0,2,-1696.0,-1703.0,12956.49,12956.49
1973769,126707,1.0,5,-635.0,-639.0,9193.185,9193.185
2543264,182501,1.0,1,-2780.0,-2792.0,43007.76,43007.76
1715334,126707,1.0,2,-1108.0,-1127.0,20319.705,20319.705
2299815,178610,1.0,11,-1478.0,-1496.0,7685.505,7685.505
1941370,106937,3.0,3,-64.0,-63.0,27157.5,27157.5
1242466,131286,0.0,5,-379.0,-379.0,9000.0,9000.0
1242466,131286,0.0,23,-111.0,-116.0,8814.825,8814.825
1187845,109346,1.0,15,-1144.0,-1148.0,4769.1,4769.1
2120696,131421,1.0,3,-127.0,-126.0,8978.715,8978.715
1392011,106937,1.0,4,-93.0,-94.0,2511.36,2281.14
1490319,180741,1.0,5,-463.0,-466.0,12700.8,12700.8
1915800,124316,1.0,9,-2279.0,-2304.0,4388.175,4388.175
1242466,131286,0.0,3,-387.0,-396.0,6963.975,213.975
1387661,154747,1.0,1,-1726.0,-1732.0,12956.49,12956.49
2299815,178610,1.0,17,-1298.0,-1308.0,7685.505,7685.505
1242466,131286,0.0,24,-116.0,-116.0,2435.175,2435.175
2137045,106937,1.0,5,-528.0,-528.0,6546.375,6546.375
1420748,126707,1.0,1,-34.0,-53.0,2593.755,2593.755
1387661,154747,1.0,11,-1426.0,-1437.0,12956.49,12956.49
1108566,124316,2.0,9,-1795.0,-1802.0,12281.085,12281.085
1242466,131286,0.0,6,-356.0,-364.0,8313.255,8313.255
1350928,154747,1.0,5,-602.0,-610.0,6461.1,6461.1
1281172,131286,1.0,1,-211.0,-221.0,10498.545,10498.545
1490319,180741,1.0,2,-553.0,-561.0,12700.8,12700.8
1187845,109346,1.0,8,-1354.0,-1358.0,4769.1,4769.1
1915800,124316,1.0,11,-2219.0,-2234.0,4388.175,4388.175
1715334,126707,1.0,9,-898.0,-902.0,20319.705,20319.705
2299815,178610,1.0,21,-1178.0,-1195.0,7685.505,7685.505
1915800,124316,1.0,3,-2459.0,-2480.0,4388.175,4388.175
1033353,109346,1.0,3,-991.0,-993.0,9588.915,9588.915
1387661,154747,1.0,10,-1456.0,-1467.0,12956.49,12956.49
1489539,126707,0.0,3,-345.0,-345.0,0.9,0.9
1350928,154747,1.0,4,-632.0,-638.0,6461.1,6461.1
2299815,178610,1.0,15,-1358.0,-1369.0,7685.505,7685.505
1242466,131286,0.0,13,-264.0,-264.0,9199.845,9199.845
2048722,131286,1.0,2,-499.0,-518.0,3349.8,3349.8
1033353,109346,1.0,17,-571.0,-585.0,9588.915,9588.915
1320350,178610,1.0,6,-1907.0,-1915.0,2963.61,2963.61
1281172,131286,1.0,3,-151.0,-159.0,10498.545,10498.545
1306722,126707,1.0,2,-451.0,-464.0,5529.51,5529.51
1370450,131286,1.0,3,-785.0,-789.0,4228.785,4228.785
2137045,106937,2.0,7,-468.0,-482.0,37864.98,37864.98
1715334,126707,1.0,3,-1078.0,-1088.0,20319.705,20319.705
1350928,154747,1.0,6,-572.0,-586.0,6459.84,6459.84
1715334,126707,1.0,10,-868.0,-869.0,20319.705,20319.705
2299815,178610,1.0,13,-1418.0,-1440.0,7685.505,7685.505
1306722,126707,1.0,1,-481.0,-500.0,5529.51,5529.51
1242466,131286,0.0,14,-264.0,-264.0,22300.155,22300.155
1490319,180741,1.0,7,-403.0,-409.0,12700.8,12700.8
2137045,106937,1.0,3,-588.0,-598.0,6546.375,6546.375
1387661,154747,1.0,6,-1576.0,-1558.0,12956.49,12173.94
1715334,126707,1.0,7,-958.0,-967.0,20319.705,20319.705
1490319,180741,1.0,10,-313.0,-313.0,12700.8,12700.8
1569423,126707,1.0,3,-504.0,-511.0,3667.185,3667.185
1118765,125093,1.0,5,-725.0,-722.0,49626.0,49230.0
1320350,178610,1.0,4,-1967.0,-1973.0,2962.71,2962.71
1715334,126707,1.0,4,-1048.0,-1056.0,20319.705,20319.705
1952479,126707,2.0,4,-290.0,-317.0,44631.9,44631.9
1370450,131286,1.0,4,-755.0,-756.0,4228.47,4228.47
2048722,131286,1.0,6,-379.0,-390.0,3349.215,3349.215
2713945,125093,1.0,3,-1392.0,-1401.0,3237.705,3237.705
1033353,109346,1.0,2,-1021.0,-1025.0,9588.915,9588.915
1387661,154747,1.0,13,-1366.0,-1367.0,12956.49,12956.49
2299815,178610,1.0,16,-1328.0,-1341.0,7685.505,7685.505
2120696,131421,1.0,1,-187.0,-188.0,8978.715,8978.715
2819795,180741,1.0,3,-1294.0,-1304.0,10258.965,10258.965
1490319,180741,1.0,16,-133.0,-140.0,12700.8,12700.8
1187845,109346,1.0,10,-1294.0,-1296.0,4769.1,4769.1
2819795,180741,1.0,8,-1144.0,-1153.0,10258.965,10258.965
1490319,180741,1.0,3,-523.0,-528.0,12700.8,12700.8
1320350,178610,1.0,1,-2057.0,-2069.0,2962.71,2962.71
1715334,126707,1.0,8,-928.0,-932.0,20319.705,20319.705
1915800,124316,1.0,2,-2489.0,-2513.0,4388.175,4388.175
2819795,180741,1.0,5,-1234.0,-1253.0,10258.965,10258.965
1392011,106937,1.0,4,-93.0,-63.0,2511.36,230.22
2088662,131421,1.0,10,-87.0,-87.0,9973.26,9973.26
1118765,125093,1.0,7,-665.0,-665.0,49626.0,49626.0
1242466,131286,0.0,19,-173.0,-173.0,8569.08,8569.08
1489539,126707,0.0,1,-380.0,-380.0,2929.5,2929.5
1233744,124316,1.0,3,-2744.0,-2751.0,11325.375,11325.375
1118765,125093,1.0,2,-815.0,-816.0,49626.0,49626.0
1233744,124316,1.0,5,-2684.0,-2688.0,11325.375,11325.375
1242466,131286,0.0,22,-141.0,-141.0,1120.77,1120.77
1187845,109346,1.0,12,-1234.0,-1239.0,4769.1,4769.1
1718301,138820,1.0,2,-171.0,-184.0,5712.885,5712.885
1033353,109346,1.0,1,-1051.0,-1057.0,9588.915,9588.915
2228785,126707,1.0,8,-77.0,-82.0,9417.285,9417.285
1569423,126707,1.0,6,-414.0,-434.0,3667.185,3667.185
2137045,106937,1.0,6,-498.0,-506.0,6546.375,6546.375
1490319,180741,1.0,12,-253.0,-256.0,12700.8,12700.8
2228785,126707,1.0,10,-17.0,-18.0,9417.285,9417.285
1033353,109346,1.0,16,-601.0,-601.0,9588.915,9588.915
1387661,154747,1.0,7,-1546.0,-1543.0,12956.49,12080.43
2088662,131421,1.0,7,-177.0,-177.0,9976.14,9976.14
2048722,131286,1.0,3,-469.0,-490.0,3349.8,3349.8
2299815,178610,1.0,7,-1598.0,-1607.0,7685.505,7685.505
1187845,109346,1.0,11,-1264.0,-1274.0,4769.1,4769.1
1187845,109346,1.0,7,-1384.0,-1386.0,4769.1,4769.1
1242466,131286,0.0,18,-202.0,-202.0,617.085,617.085
1718301,138820,1.0,3,-141.0,-148.0,5712.885,5712.885
1915800,124316,1.0,10,-2249.0,-2275.0,4388.175,4388.175
2088662,131421,1.0,5,-237.0,-236.0,9976.14,9976.14
1108566,124316,1.0,4,-1945.0,-2005.0,3339.81,3339.81
1915800,124316,1.0,12,-2189.0,-2213.0,4326.975,4326.975
1108566,124316,1.0,7,-1855.0,-1914.0,3339.81,3339.81
1350928,154747,1.0,2,-692.0,-698.0,6461.1,6461.1
1569423,126707,1.0,1,-564.0,-584.0,3667.185,3667.185
1569218,131286,1.0,7,-1418.0,-1432.0,4175.505,4175.505
1718301,138820,1.0,7,-21.0,-30.0,5712.885,5712.885
1242466,131286,0.0,7,-364.0,-364.0,686.745,686.745
1569218,131286,1.0,1,-1598.0,-1610.0,4175.505,4175.505
1718301,138820,1.0,4,-111.0,-121.0,5712.885,5712.885
1033353,109346,1.0,10,-781.0,-783.0,9588.915,9588.915
2137045,106937,1.0,2,-618.0,-629.0,6546.375,6546.375
2713945,125093,2.0,4,-1362.0,-1371.0,20019.015,20019.015
1118765,125093,1.0,1,-845.0,-857.0,49626.0,49626.0
2088662,131421,1.0,6,-207.0,-207.0,9976.14,9976.14
1569423,126707,1.0,5,-444.0,-464.0,3667.185,3667.185
1718301,138820,1.0,1,-201.0,-212.0,5712.885,5712.885
1320350,178610,1.0,2,-2027.0,-2037.0,2962.71,2962.71
2833013,124316,1.0,6,-1998.0,-2031.0,6194.07,6194.07
1033353,109346,1.0,4,-961.0,-963.0,9588.915,9588.915
2299815,178610,1.0,14,-1388.0,-1413.0,7685.505,7685.505
1973769,126707,1.0,8,-545.0,-550.0,9193.185,9193.185
1233744,124316,1.0,2,-2774.0,-2778.0,11325.375,11325.375
1108566,124316,1.0,8,-1825.0,-1878.0,3339.81,3339.81
1489539,126707,0.0,6,-253.0,-253.0,0.9,0.9
2088662,131421,1.0,9,-117.0,-116.0,9976.14,9976.14
1118765,125093,1.0,3,-785.0,-787.0,49626.0,49626.0
1242466,131286,0.0,2,-428.0,-428.0,1843.425,1843.425
2228785,126707,1.0,6,-137.0,-140.0,9417.285,9417.285
2833013,124316,1.0,12,-1818.0,-1855.0,6121.89,6121.89
1569218,131286,1.0,11,-1298.0,-1309.0,4175.505,4175.505
1033353,109346,1.0,12,-721.0,-739.0,9588.915,9588.915
1108566,124316,1.0,1,-2035.0,-2065.0,3339.81,3339.81
2299815,178610,1.0,18,-1268.0,-1277.0,7685.505,7685.505
1490319,180741,1.0,8,-373.0,-378.0,12700.8,12700.8
1915800,124316,1.0,1,-2519.0,-2537.0,4388.175,4388.175
1490319,180741,1.0,13,-223.0,-224.0,12700.8,12700.8
1118765,125093,1.0,6,-695.0,-696.0,49626.0,49626.0
2833013,124316,1.0,11,-1848.0,-1878.0,6194.07,6194.07
1569423,126707,1.0,4,-474.0,-500.0,3667.185,3667.185
2228785,126707,1.0,9,-47.0,-53.0,9417.285,9417.285
1973769,126707,1.0,2,-725.0,-729.0,9193.185,9193.185
1242466,131286,0.0,12,-289.0,-289.0,4500.0,4500.0
1387661,154747,1.0,7,-1546.0,-1558.0,12956.49,876.06
1233744,124316,1.0,10,-2534.0,-2537.0,11191.14,11191.14
2543264,182501,1.0,5,-2660.0,-2665.0,43007.76,43007.76
1569423,126707,1.0,2,-534.0,-550.0,3667.185,3667.185
2228785,126707,1.0,1,-287.0,-293.0,9417.285,9417.285
1569218,131286,1.0,4,-1508.0,-1522.0,4175.505,4175.505
1973769,126707,1.0,1,-755.0,-778.0,9193.185,9193.185
1242466,131286,0.0,9,-327.0,-327.0,488.7,488.7
2713945,125093,1.0,1,-1452.0,-1461.0,3237.705,3237.705
1187845,109346,1.0,6,-1414.0,-1422.0,4769.1,4769.1
1490319,180741,1.0,9,-343.0,-349.0,12700.8,12700.8
1392011,106937,1.0,2,-153.0,-154.0,2511.36,2511.36
2120696,131421,1.0,4,-97.0,-96.0,8978.715,8978.715
1941370,106937,3.0,5,-4.0,-4.0,27157.5,27157.5
1952479,126707,1.0,2,-350.0,-352.0,6835.995,6835.995
1306722,126707,2.0,4,-391.0,-392.0,87381.855,87381.855
2048722,131286,1.0,5,-409.0,-420.0,3349.8,3349.8
1490319,180741,1.0,6,-433.0,-437.0,12700.8,12700.8
1941370,106937,3.0,4,-34.0,-38.0,27157.5,27157.5
1233744,124316,1.0,9,-2564.0,-2569.0,11325.375,11325.375
1187845,109346,1.0,17,-1084.0,-1116.0,4769.1,11.7
2048722,131286,1.0,4,-439.0,-448.0,3349.8,3349.8
2833013,124316,1.0,7,-1968.0,-2005.0,6194.07,6194.07
1569218,131286,1.0,2,-1568.0,-1582.0,4175.505,4175.505
1490319,180741,1.0,18,-73.0,-80.0,12684.69,12684.69
1187845,109346,1.0,14,-1174.0,-1177.0,4769.1,4769.1
2713945,125093,1.0,2,-1422.0,-1435.0,3237.705,3237.705
2120696,131421,1.0,5,-67.0,-68.0,8978.715,8978.715
2299815,178610,1.0,4,-1688.0,-1700.0,7685.505,7685.505
2299815,178610,1.0,3,-1718.0,-1729.0,7685.505,7685.505
1392011,106937,1.0,7,-3.0,,2511.36,
1923682,238850,1.0,5,-2312.0,-2315.0,9842.4,9810.0
2306354,264627,0.0,31,-2156.0,-2172.0,6750.0,6750.0
1543763,293971,1.0,11,-394.0,-413.0,16708.59,16708.59
1456702,280342,3.0,11,-246.0,-259.0,27557.145,27557.145
1748416,208312,1.0,18,-868.0,-878.0,52143.39,52143.39
2258089,280342,0.0,36,-2327.0,-2345.0,6750.0,6750.0
1970129,280342,1.0,14,-1066.0,-1072.0,52623.0,52623.0
2306354,264627,0.0,78,-847.0,-847.0,106.695,106.695
2258089,280342,0.0,88,-1353.0,-1353.0,241.38,241.38
1543763,293971,1.0,24,-4.0,-24.0,16634.16,16634.16
2412474,299564,1.0,1,-1625.0,-1631.0,56942.73,56942.73
2132600,208312,1.0,1,-2395.0,-2403.0,19658.385,19658.385
2803301,291513,1.0,9,-2366.0,-2375.0,5597.01,5597.01
1043097,261500,1.0,12,-394.0,-399.0,11895.885,11895.885
2714853,285282,1.0,3,-682.0,-696.0,4526.19,4526.19
2486766,271368,0.0,65,-1786.0,-1786.0,269.64,269.64
2306354,264627,0.0,30,-2187.0,-2187.0,6750.0,6750.0
1025450,293971,1.0,1,-343.0,-360.0,4123.17,4123.17
1748416,208312,1.0,17,-898.0,-905.0,52143.39,52143.39
2258089,280342,0.0,104,-865.0,-865.0,241.38,241.38
1289961,264627,1.0,10,-1278.0,-1277.0,20376.0,20376.0
1964030,213493,1.0,19,-7.0,-16.0,7480.665,7480.665
2306354,264627,0.0,9,-2613.0,-2619.0,5625.0,5625.0
1626472,213240,1.0,9,-1954.0,-1971.0,3415.365,3413.61
1068708,238850,1.0,4,-293.0,-294.0,19227.375,19227.375
1663899,208312,3.0,5,-671.0,-671.0,62771.4,62771.4
1785460,271368,1.0,5,-197.0,-203.0,26657.64,26657.64
2056361,264627,1.0,4,-2392.0,-2403.0,5269.86,5269.86
1953682,249909,1.0,7,-124.0,-129.0,13767.12,13767.12
2306354,264627,0.0,11,-2582.0,-2601.0,5625.0,5625.0
1663899,208312,1.0,1,-791.0,-821.0,66516.21,66516.21
1362500,238850,1.0,6,-1126.0,-1133.0,16267.905,16267.905
1289961,264627,1.0,2,-1518.0,-1526.0,20376.0,20376.0
1043097,261500,1.0,10,-454.0,-464.0,11895.885,11895.885
2773494,280342,1.0,4,-1967.0,-2040.0,5325.885,5325.885
2486766,271368,0.0,29,-2398.0,-2398.0,3375.0,3375.0
2258089,280342,0.0,79,-1627.0,-1627.0,241.38,241.38
2486766,271368,0.0,89,-1055.0,-1055.0,269.64,269.64
2486766,271368,0.0,52,-1971.0,-1971.0,5625.0,5625.0
1485615,238850,1.0,4,-613.0,-622.0,14791.005,14791.005
2646516,293971,1.0,8,-1769.0,-1772.0,12202.335,12202.335
1362500,238850,1.0,9,-1036.0,-1044.0,16267.905,16267.905
2803301,291513,1.0,8,-2396.0,-2403.0,5597.01,5597.01
1970129,280342,1.0,8,-1246.0,-1250.0,52623.0,52623.0
1543763,293971,1.0,5,-574.0,-585.0,16708.59,16708.59
1016527,261500,1.0,26,-185.0,-194.0,12532.59,12532.59
1187434,293971,1.0,3,-1586.0,-1624.0,14368.725,14368.725
2721492,208312,1.0,5,-2556.0,-2551.0,6440.445,5942.07
1964030,213493,1.0,12,-217.0,-227.0,7480.665,7480.665
1289961,264627,1.0,12,-1218.0,-1250.0,20376.0,1215.0
1000237,208312,1.0,3,-561.0,-574.0,34884.765,34884.765
1970129,280342,1.0,13,-1096.0,-1097.0,52623.0,52623.0
2258089,280342,0.0,65,-1916.0,-1916.0,2250.0,2250.0
2180946,293971,1.0,10,-1765.0,-1768.0,10541.025,10541.025
2486766,271368,0.0,32,-2333.0,-2335.0,3375.0,3375.0
2258089,280342,0.0,61,-1981.0,-1981.0,2250.0,2250.0
1289961,264627,1.0,1,-1548.0,-1577.0,20376.0,20376.0
1110623,217493,1.0,4,-440.0,-447.0,23601.6,23601.6
1029092,238850,1.0,9,-651.0,-655.0,16139.025,16139.025
1785460,271368,1.0,11,-17.0,-17.0,26657.64,26657.64
